City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Ushibuka,JP,2021-03-29 00:39:08,32.1906,130.0228,61.97,74,2,5.66
591,San Patricio,US,2021-03-29 00:38:45,28.017,-97.5169,60.8,63,40,11.5
592,Gobabis,NA,2021-03-29 00:38:58,-22.45,18.9667,67.19,64,19,11.68
593,San Angelo,US,2021-03-29 00:39:08,31.4638,-100.437,71.6,18,1,6.91
594,Balykshi,KZ,2021-03-29 00:39:09,47.0667,51.8667,32.0,100,40,4.47
595,Yilan,TW,2021-03-29 00:39:09,24.757,121.753,82.0,99,0,3.85
596,Winburg,ZA,2021-03-29 00:39:09,-28.518,27.0093,54.5,69,7,13.09
597,Yarim,YE,2021-03-29 00:39:10,14.298,44.3779,49.93,65,2,2.98
598,Samarai,PG,2021-03-29 00:36:16,-10.6167,150.6667,84.22,74,56,12.1
599,Nabire,ID,2021-03-29 00:39:10,-3.3667,135.4833,78.67,87,99,3.89
600,Popondetta,PG,2021-03-29 00:39:11,-8.7537,148.2534,90.68,50,96,4.61
601,Hirado,JP,2021-03-29 00:39:11,33.3597,129.5531,60.01,88,40,6.91
602,Toora-Khem,RU,2021-03-29 00:39:11,52.4675,96.11,27.05,86,100,0.98
603,Brigantine,US,2021-03-29 00:39:12,39.4101,-74.3646,57.99,88,90,19.57
604,Hervey Bay,AU,2021-03-29 00:39:12,-25.2986,152.8535,80.01,69,100,3.0
605,Hobyo,SO,2021-03-29 00:39:13,5.3505,48.5268,79.39,79,100,11.21
606,Botao,PH,2021-03-29 00:39:13,15.9167,120.4167,85.93,58,100,9.04
607,Lazarev,RU,2021-03-29 00:37:24,52.225,141.5131,31.84,94,100,8.32
